8.777,0.0003,0.0009,57.375,-0.0001,-0.0003,-0.0052
8.842,0.0003,0.0009,57.619,-0.0001,-0.0003,-0.0048
8.908,0.0003,0.0009,57.689,-0.0001,-0.0003,-0.0046
8.975,0.0003,0.0009,57.759,-0.0001,-0.0003,-0.0045
9.041,0.0003,0.0009,57.848,-0.0001,-0.0003,-0.0043
9.098,0.0003,0.0009,57.848,-0.0001,-0.0003,-0.0043
9.171,0.0003,0.0009,57.848,-0.0001,-0.0003,-0.0043
9.243,0.0003,0.0009,57.935,-0.0001,-0.0003,-0.0041
9.298,0.0003,0.0009,57.848,-0.0001,-0.0003,-0.0043
9.375,0.0003,0.0009,57.935,-0.0001,-0.0003,-0.0041
9.442,0.0003,0.0009,57.918,-0.0001,-0.0003,-0.0042
9.508,0.0003,0.0009,58.094,-0.0001,-0.0003,-0.0038
9.576,0.0003,-0.0006,58.006,-0.0001,0.0002,-0.004
9.642,0.0003,-0.0006,58.255,-0.0001,0.0002,-0.0035
9.709,0.0003,-0.0006,58.326,-0.0001,0.0002,-0.0033
9.779,0.0003,-0.0006,58.255,-0.0001,0.0002,-0.0035
9.842,0.0003,-0.0006,58.416,-0.0001,0.0002,-0.0032
9.908,0.0003,-0.0006,58.345,-0.0001,0.0002,-0.0033
9.975,0.0003,-0.0006,58.488,-0.0001,0.0002,-0.003
10.039,0.0003,-0.0006,58.578,-0.0001,0.0002,-0.0028
10.109,0.0003,-0.0006,58.742,-0.0001,0.0002,-0.0025
10.177,0.0003,-0.0006,58.669,-0.0001,0.0002,-0.0027
10.233,0.0003,-0.0006,58.742,-0.0001,0.0002,-0.0025
10.309,0.0003,-0.0006,58.669,-0.0001,0.0002,-0.0027
10.365,0.0003,-0.0006,58.742,-0.0001,0.0002,-0.0025
10.442,0.0003,-0.0006,58.832,-0.0001,0.0002,-0.0023
10.508,0.0003,-0.0006,58.742,-0.0001,0.0002,-0.0025
10.574,0.0003,-0.0006,58.832,-0.0001,0.0002,-0.0023
10.639,0.0003,-0.0006,58.814,-0.0001,0.0002,-0.0024
10.708,0.0003,-0.0006,58.905,-0.0001,0.0002,-0.0022
10.775,0.0003,-0.0006,58.924,-0.0001,0.0002,-0.0022
10.841,0.0003,-0.0006,59.088,-0.0001,0.0002,-0.0018
10.907,0.0003,-0.0006,59.088,-0.0001,0.0002,-0.0018
10.975,0.0003,-0.0006,58.996,-0.0001,0.0002,-0.002
11.041,0.0003,-0.0006,58.996,-0.0001,0.0002,-0.002
11.109,0.0003,-0.0006,59.088,-0.0001,0.0002,-0.0018
11.166,0.0003,-0.0006,59.088,-0.0001,0.0002,-0.0018
11.227,0.0003,-0.0006,59.161,-0.0001,0.0002,-0.0017
11.305,0.0003,-0.0006,59.161,-0.0001,0.0002,-0.0017
11.374,0.0003,-0.0006,59.161,-0.0001,0.0002,-0.0017
11.44,0.0003,-0.0006,59.235,-0.0001,0.0002,-0.0015
11.493,0.0003,-0.0006,59.161,-0.0001,0.0002,-0.0017
11.56,0.0003,-0.0006,59.235,-0.0001,0.0002,-0.0015
11.639,0.0003,-0.0006,59.161,-0.0001,0.0002,-0.0017
11.708,0.0003,-0.0006,59.235,-0.0001,0.0002,-0.0015
11.774,0.0003,-0.0006,59.161,-0.0001,0.0002,-0.0017
11.84,0.0003,-0.0006,59.161,-0.0001,0.0002,-0.0017
11.909,0.0003,-0.0006,59.254,-0.0001,0.0002,-0.0015
11.975,0.0003,-0.0006,59.329,-0.0001,0.0002,-0.0013
12.039,0.0003,-0.0006,59.254,-0.0001,0.0002,-0.0015
12.107,0.0003,-0.0006,59.329,-0.0001,0.0002,-0.0013
12.174,0.0003,-0.0006,59.329,-0.0001,0.0002,-0.0013
12.233,0.0003,-0.0006,59.329,-0.0001,0.0002,-0.0013
12.296,0.0003,-0.0006,59.329,-0.0001,0.0002,-0.0013
12.375,0.0003,-0.0006,59.329,-0.0001,0.0002,-0.0013
12.43,0.0003,-0.0006,59.329,-0.0001,0.0002,-0.0013
12.506,0.0003,-0.0006,59.329,-0.0001,0.0002,-0.0013
12.574,0.0003,-0.0006,59.329,-0.0001,0.0002,-0.0013
12.641,0.0003,-0.0006,59.329,-0.0001,0.0002,-0.0013
12.705,0.0003,-0.0006,59.329,-0.0001,0.0002,-0.0013
12.773,0.0003,-0.0006,59.329,-0.0001,0.0002,-0.0013
12.84,0.0003,-0.0006,59.422,-0.0001,0.0002,-0.0012
12.906,0.0003,0.0009,59.514,-0.0001,-0.0003,-0.001
12.973,0.0003,0.0009,59.514,-0.0001,-0.0003,-0.001
13.031,0.0003,0.0009,59.514,-0.0001,-0.0003,-0.001
13.092,0.0003,0.0009,59.607,-0.0001,-0.0003,0
13.163,0.0003,0.0009,59.589,-0.0001,-0.0003,-0.0008
13.239,0.0003,0.0009,59.514,-0.0001,-0.0003,-0.001
13.297,0.0003,0.0009,59.682,-0.0001,-0.0003,0
13.372,0.0003,0.0009,59.607,-0.0001,-0.0003,0
13.44,0.0003,0.0009,59.589,-0.0001,-0.0003,-0.0008
13.507,0.0003,0.0009,59.757,-0.0001,-0.0003,0
13.572,0.0003,0.0009,59.757,-0.0001,-0.0003,0
13.639,0.0003,0.0009,59.682,-0.0001,-0.0003,0
13.706,0.0003,0.0009,59.757,-0.0001,-0.0003,0
13.773,0.0003,0.0009,59.662,-0.0001,-0.0003,0
