2.33 -0.0227 -0.0021 74.374 0.0061 0.0006 0.0287
2.386 -0.0227 -0.0021 75.021 0.0061 0.0006 0.03
2.449 -0.0227 -0.0021 75.438 0.006 0.0006 0.0309
2.518 -0.0238 -0.0021 75.86 0.0063 0.0006 0.0317
2.597 -0.0238 -0.0021 75.86 0.0063 0.0006 0.0317
2.664 -0.0238 -0.0006 75.467 0.0064 0.0002 0.0309
2.73 -0.0238 -0.0006 74.637 0.0064 0.0002 0.0293
2.797 -0.0227 0.0025 74.755 0.0061 -0.0007 0.0295
2.854 -0.0215 0.0025 76.686 0.0057 -0.0006 0.0334
2.931 -0.0215 0.0025 77.531 0.0056 -0.0006 0.0351
2.987 -0.0204 0.0025 77.689 0.0053 -0.0006 0.0354
3.061 -0.0215 0.0025 77.976 0.0056 -0.0006 0.036
3.12 -0.0204 0.004 77.659 0.0053 -0.001 0.0353
3.197 -0.0204 0.004 77.689 0.0053 -0.001 0.0354
3.266 -0.0204 0.004 77.689 0.0053 -0.001 0.0354
3.331 -0.0204 0.004 77.689 0.0053 -0.001 0.0354
3.386 -0.0192 0.0025 77.531 0.005 -0.0006 0.0351
3.465 -0.0192 0.004 77.531 0.005 -0.001 0.0351
3.529 -0.0192 0.004 77.247 0.005 -0.001 0.0345
3.596 -0.0192 0.004 77.247 0.005 -0.001 0.0345
3.663 -0.0181 0.004 76.933 0.0047 -0.001 0.0339
3.73 -0.0181 0.004 76.686 0.0048 -0.0011 0.0334
3.782 -0.0181 0.004 76.562 0.0048 -0.0011 0.0331
3.849 -0.0181 0.0025 76.409 0.0048 -0.0007 0.0328
3.931 -0.0169 0.0025 76.255 0.0045 -0.0006 0.0325
3.997 -0.0169 0.0025 75.982 0.0045 -0.0007 0.032
4.065 -0.0169 0.0025 75.829 0.0045 -0.0007 0.0317
4.122 -0.0158 0.0025 75.558 0.0042 -0.0007 0.0311
4.193 -0.0158 0.0025 75.407 0.0042 -0.0007 0.0308
4.263 -0.0158 0.0025 74.904 0.0043 -0.0007 0.0298
4.33 -0.0158 0.0025 74.904 0.0043 -0.0007 0.0298
4.396 -0.0146 0.0025 74.492 0.004 -0.0007 0.029
4.462 -0.0146 0.0025 74.376 0.004 -0.0007 0.0288
4.52 -0.0146 0.0025 73.97 0.004 -0.0007 0.0279
4.597 -0.0146 0.0009 73.825 0.004 -0.0003 0.0277
4.663 -0.0135 0.0009 73.57 0.0037 -0.0003 0.0271
4.723 -0.0135 0.0009 73.455 0.0037 -0.0003 0.0269
4.795 -0.0135 0.0009 73.172 0.0037 -0.0003 0.0263
4.863 -0.0135 0.0009 72.947 0.0037 -0.0003 0.0259
4.919 -0.0123 0.0009 72.807 0.0034 -0.0003 0.0256
4.996 -0.0123 0.0009 72.308 0.0035 -0.0003 0.0246
5.063 -0.0123 0.0009 72.172 0.0035 -0.0003 0.0243
5.129 -0.0123 0.0009 71.925 0.0035 -0.0003 0.0239
5.185 -0.0123 0.0009 71.791 0.0035 -0.0003 0.0236
5.264 -0.0123 -0.0006 71.548 0.0035 0.0002 0.0231
5.328 -0.0112 -0.0006 71.171 0.0032 0.0002 0.0223
5.386 -0.0112 -0.0006 70.933 0.0032 0.0002 0.0219
5.462 -0.0112 -0.0006 70.933 0.0032 0.0002 0.0219
5.53 -0.0112 -0.0006 70.721 0.0032 0.0002 0.0214
5.586 -0.01 -0.0006 70.459 0.0029 0.0002 0.0209
5.653 -0.01 -0.0006 70.356 0.0029 0.0002 0.0207
5.727 -0.01 -0.0006 69.992 0.0029 0.0002 0.02
5.795 -0.01 -0.0006 69.76 0.0029 0.0002 0.0195
5.869 -0.01 -0.0006 69.76 0.0029 0.0002 0.0195
5.929 -0.01 -0.0006 69.531 0.0029 0.0002 0.0191
5.995 -0.01 -0.0021 69.302 0.0029 0.0006 0.0186
6.062 -0.01 -0.0021 69.302 0.0029 0.0006 0.0186
6.128 -0.0089 -0.0021 68.95 0.0026 0.0006 0.0179
6.195 -0.0089 -0.0021 68.826 0.0026 0.0006 0.0177
6.262 -0.0089 -0.0021 68.479 0.0026 0.0006 0.017
6.328 -0.0089 -0.0021 68.382 0.0026 0.0006 0.0168
6.38 -0.0089 -0.0021 68.282 0.0026 0.0006 0.0166
6.447 -0.0089 -0.0021 68.038 0.0027 0.0006 0.0161
6.527 -0.0089 -0.0021 68.038 0.0027 0.0006 0.0161
6.595 -0.0077 -0.0021 67.818 0.0023 0.0006 0.0156
6.662 -0.0077 -0.0021 67.602 0.0023 0.0006 0.0152
6.729 -0.0077 -0.0021 67.41 0.0023 0.0006 0.0148
6.796 -0.0077 -0.0021 67.41 0.0023 0.0006 0.0148
6.855 -0.0077 -0.0021 67.053 0.0023 0.0006 0.0141
6.914 -0.0066 -0.0021 67.053 0.002 0.0006 0.0141
6.985 -0.0066 -0.0021 66.841 0.002 0.0007 0.0137
7.064 -0.0066 -0.0021 66.748 0.002 0.0007 0.0135
7.129 -0.0066 -0.0021 66.748 0.002 0.0007 0.0135
7.193 -0.0066 -0.0021 66.443 0.002 0.0007 0.0129
7.26 -0.0055 -0.0021 66.328 0.0017 0.0007 0.0127
7.329 -0.0055 -0.0021 66.211 0.0017 0.0007 0.0124
7.396 -0.0055 -0.0021 66.097 0.0017 0.0007 0.0122
7.452 -0.0055 -0.0021 66.005 0.0017 0.0007 0.012
7.529 -0.0055 -0.0021 65.914 0.0017 0.0007 0.0118
7.596 -0.0055 -0.0021 65.799 0.0017 0.0007 0.0116
7.662 -0.0055 -0.0021 65.572 0.0017 0.0007 0.0111
7.718 -0.0043 -0.0021 65.391 0.0013 0.0007 0.0108
7.795 -0.0055 -0.0021 65.28 0.0017 0.0007 0.0106
7.848 -0.0043 -0.0021 65.391 0.0013 0.0007 0.0108
7.928 -0.0055 -0.0021 65.28 0.0017 0.0007 0.0106
7.994 -0.0043 -0.0021 65.169 0.0013 0.0007 0.0103
8.062 -0.0043 -0.0021 64.989 0.0013 0.0007 0.01
8.128 -0.0043 -0.0021 64.767 0.0013 0.0007 0.0095
8.194 -0.0043 -0.0021 64.767 0.0013 0.0007 0.0095
8.251 -0.0043 -0.0021 64.658 0.0013 0.0007 0.0093
8.329 -0.0043 -0.0021 64.571 0.0013 0.0007 0.0091
8.395 -0.0043 -0.0021 64.482 0.0013 0.0007 0.009
8.461 -0.0043 -0.0021 64.372 0.0014 0.0007 0.0087
8.528 -0.0032 -0.0021 64.264 0.001 0.0007 0.0085
8.595 -0.0032 -0.0021 64.264 0.001 0.0007 0.0085
8.662 -0.0032 -0.0021 64.155 0.001 0.0007 0.0083
8.728 -0.0032 -0.0006 64.091 0.001 0.0002 0.0082
8.783 -0.0032 -0.0006 63.876 0.001 0.0002 0.0078
8.861 -0.0032 -0.0006 63.876 0.001 0.0002 0.0078
8.919 -0.0032 -0.0006 63.767 0.001 0.0002 0.0075
8.994 -0.0032 -0.0006 63.682 0.001 0.0002 0.0074
9.057 -0.0032 -0.0006 63.682 0.001 0.0002 0.0074
9.119 -0.002 -0.0006 63.491 0.0006 0.0002 0.007
9.195 -0.002 -0.0006 63.491 0.0006 0.0002 0.007
9.261 -0.002 -0.0006 63.407 0.0006 0.0002 0.0068
9.329 -0.002 -0.0006 63.491 0.0006 0.0002 0.007
9.392 -0.002 -0.0021 63.195 0.0006 0.0007 0.0064
9.461 -0.002 -0.0006 63.216 0.0006 0.0002 0.0064
9.528 -0.002 -0.0006 63.112 0.0006 0.0002 0.0062
9.583 -0.002 -0.0006 63.006 0.0006 0.0002 0.006
9.648 -0.002 -0.0006 63.006 0.0006 0.0002 0.006
9.712 -0.002 -0.0006 63.006 0.0006 0.0002 0.006
9.783 -0.002 -0.0006 63.112 0.0006 0.0002 0.0062
9.851 -0.002 -0.0006 62.819 0.0006 0.0002 0.0056
9.928 -0.002 -0.0006 62.819 0.0006 0.0002 0.0056
9.979 -0.002 -0.0006 62.632 0.0007 0.0002 0.0053
10.05 -0.0009 -0.0006 62.632 0.0003 0.0002 0.0053
10.117 -0.0009 -0.0006 62.632 0.0003 0.0002 0.0053
10.179 -0.0009 -0.0006 62.55 0.0003 0.0002 0.0051
10.245 -0.0009 -0.0006 62.632 0.0003 0.0002 0.0053
10.312 -0.0009 -0.0006 62.55 0.0003 0.0002 0.0051
10.391 -0.0009 -0.0006 62.449 0.0003 0.0002 0.0049
10.461 -0.0009 -0.0006 62.449 0.0003 0.0002 0.0049
10.527 -0.0009 -0.0006 62.449 0.0003 0.0002 0.0049
10.581 -0.0009 -0.0006 62.263 0.0003 0.0002 0.0045
10.661 -0.0009 -0.0006 62.162 0.0003 0.0002 0.0043
10.718 -0.0009 -0.0006 62.162 0.0003 0.0002 0.0043
10.779 -0.0009 -0.0006 62.162 0.0003 0.0002 0.0043
10.858 -0.0009 -0.0006 61.979 0.0003 0.0002 0.004
10.928 -0.0009 -0.0006 61.979 0.0003 0.0002 0.004
10.993 -0.0009 -0.0006 61.979 0.0003 0.0002 0.004
11.063 -0.0009 -0.0006 61.979 0.0003 0.0002 0.004
11.126 -0.0009 -0.0006 61.979 0.0003 0.0002 0.004
11.193 -0.0009 -0.0006 61.898 0.0003 0.0002 0.0038
11.259 -0.0009 -0.0006 61.979 0.0003 0.0002 0.004
11.314 -0.0009 -0.0006 61.898 0.0003 0.0002 0.0038
11.392 -0.0009 -0.0006 61.817 0.0003 0.0002 0.0036
11.459 -0.0009 -0.0006 61.697 0.0003 0.0002 0.0034
11.511 -0.0009 -0.0006 61.718 0.0003 0.0002 0.0034
11.578 -0.0009 -0.0006 61.718 0.0003 0.0002 0.0034
11.65 -0.0009 -0.0006 61.519 0.0003 0.0002 0.003
11.716 -0.0009 -0.0006 61.617 0.0003 0.0002 0.0032
11.782 -0.0009 -0.0006 61.519 0.0003 0.0002 0.003
11.863 -0.0009 -0.0006 61.617 0.0003 0.0002 0.0032
11.927 -0.0009 -0.0006 61.519 0.0003 0.0002 0.003
11.994 -0.0009 -0.0006 61.439 0.0003 0.0002 0.0029
12.049 -0.0009 -0.0006 61.439 0.0003 0.0002 0.0029
12.126 -0.0009 -0.0006 61.439 0.0003 0.0002 0.0029
12.193 -0.0009 -0.0006 61.439 0.0003 0.0002 0.0029
12.26 -0.0009 -0.0006 61.439 0.0003 0.0002 0.0029
12.326 -0.0009 -0.0006 61.259 0.0003 0.0002 0.0025
12.391 -0.0009 -0.0006 61.26 0.0003 0.0002 0.0025
12.45 -0.0009 -0.0006 61.259 0.0003 0.0002 0.0025
12.526 -0.0009 -0.0006 61.26 0.0003 0.0002 0.0025
12.583 -0.0009 -0.0006 61.162 0.0003 0.0002 0.0023
12.659 -0.0009 -0.0006 61.339 0.0003 0.0002 0.0027
12.726 -0.0009 -0.0006 61.162 0.0003 0.0002 0.0023
12.792 -0.0009 -0.0006 61.082 0.0003 0.0002 0.0022
12.858 -0.0009 -0.0006 61.063 0.0003 0.0002 0.0021
12.925 -0.0009 -0.0006 60.984 0.0003 0.0002 0.002
12.991 -0.0009 -0.0006 61.063 0.0003 0.0002 0.0021
13.044 0.0003 0.0009 60.984 -0.0001 -0.0003 0.002
13.111 -0.0009 -0.0006 61.063 0.0003 0.0002 0.0021
13.193 0.0003 -0.0006 60.984 -0.0001 0.0002 0.002
13.258 -0.0009 -0.0006 61.063 0.0003 0.0002 0.0021
13.326 0.0003 -0.0006 60.887 -0.0001 0.0002 0.0018
13.393 -0.0009 -0.0006 60.984 0.0003 0.0002 0.002
13.458 0.0003 0.0009 60.984 -0.0001 -0.0003 0.002
13.526 0.0003 -0.0006 60.887 -0.0001 0.0002 0.0018
13.593 -0.0009 -0.0006 60.984 0.0003 0.0002 0.002
13.656 0.0003 0.0009 60.887 -0.0001 -0.0003 0.0018
13.726 0.0003 -0.0006 60.984 -0.0001 0.0002 0.002
13.792 0.0003 -0.0006 60.887 -0.0001 0.0002 0.0018
13.857 0.0003 0.0009 60.887 -0.0001 -0.0003 0.0018
13.924 0.0003 -0.0006 60.887 -0.0001 0.0002 0.0018
13.986 0.0003 0.0009 60.809 -0.0001 -0.0003 0.0016
14.058 0.0003 0.0009 60.887 -0.0001 -0.0003 0.0018
14.115 0.0003 0.0009 60.887 -0.0001 -0.0003 0.0018
14.191 0.0003 0.0009 60.712 -0.0001 -0.0003 0.0014
14.257 0.0003 0.0009 60.887 -0.0001 -0.0003 0.0018
14.324 0.0003 0.0009 60.712 -0.0001 -0.0003 0.0014
14.39 0.0003 0.0009 60.887 -0.0001 -0.0003 0.0018
14.457 0.0003 0.0009 60.712 -0.0001 -0.0003 0.0014
14.525 0.0003 0.0009 60.81 -0.0001 -0.0003 0.0016
14.591 0.0003 0.0009 60.634 -0.0001 -0.0003 0.0013
14.658 0.0003 0.0009 60.712 -0.0001 -0.0003 0.0014
14.724 0.0003 0.0009 60.634 -0.0001 -0.0003 0.0013
14.782 0.0003 0.0009 60.712 -0.0001 -0.0003 0.0014
14.857 0.0003 0.0009 60.634 -0.0001 -0.0003 0.0013
14.924 0.0003 0.0009 60.634 -0.0001 -0.0003 0.0013
14.991 0.0003 0.0009 60.634 -0.0001 -0.0003 0.0013
15.058 0.0003 0.0009 60.712 -0.0001 -0.0003 0.0014
15.114 0.0003 0.0009 60.634 -0.0001 -0.0003 0.0013
15.194 0.0003 0.0009 60.557 -0.0001 -0.0003 0.0011
15.258 0.0003 0.0009 60.556 -0.0001 -0.0003 0.0011
15.326 0.0003 0.0009 60.383 -0.0001 -0.0003 0.0
15.393 0.0003 0.0009 60.557 -0.0001 -0.0003 0.0011
15.453 0.0003 0.0009 60.557 -0.0001 -0.0003 0.0011
15.524 0.0003 0.0009 60.383 -0.0001 -0.0003 0.0
15.592 0.0003 -0.0006 60.459 -0.0001 0.0002 0.0009
15.659 0.0003 -0.0006 60.383 -0.0001 0.0002 0.0
15.725 0.0003 0.0009 60.364 -0.0001 -0.0003 0.0
15.791 0.0003 -0.0006 60.364 -0.0001 0.0002 0.0
15.858 -0.0009 -0.0006 60.364 0.0003 0.0002 0.0
15.914 0.0003 -0.0006 60.27 -0.0001 0.0002 0.0
15.991 0.0003 -0.0006 60.479 -0.0001 0.0002 0.001
16.057 -0.0009 0.0009 60.364 0.0003 -0.0003 0.0
16.111 0.0003 -0.0006 60.364 -0.0001 0.0002 0.0
16.175 -0.0009 -0.0006 60.461 0.0003 0.0002 0.0009
16.257 0.0003 -0.0006 60.364 -0.0001 0.0002 0.0
16.324 0.0003 -0.0006 60.556 -0.0001 0.0002 0.0011
16.39 -0.0009 -0.0006 60.538 0.0003 0.0002 0.0011
16.458 0.0003 -0.0006 60.193 -0.0001 0.0002 0.0
16.526 0.0003 -0.0006 60.288 -0.0001 0.0002 0.0
16.59 -0.0009 -0.0006 60.364 0.0003 0.0002 0.0
16.642 0.0003 -0.0006 60.288 -0.0001 0.0002 0.0
16.709 0.0003 -0.0006 60.461 -0.0001 0.0002 0.0009
16.792 0.0003 -0.0006 60.288 -0.0001 0.0002 0.0
16.857 0.0003 -0.0006 60.288 -0.0001 0.0002 0.0
16.908 -0.0009 -0.0006 60.364 0.0003 0.0002 0.0
16.978 -0.0009 -0.0006 60.461 0.0003 0.0002 0.0009
17.046 -0.0009 -0.0006 60.384 0.0003 0.0002 0.0
17.124 -0.0009 -0.0006 60.384 0.0003 0.0002 0.0
17.179 -0.0009 -0.0006 60.461 0.0003 0.0002 0.0009
17.247 -0.0009 -0.0006 60.461 0.0003 0.0002 0.0009
17.323 -0.0009 -0.0006 60.461 0.0003 0.0002 0.0009
17.389 0.0003 -0.0006 60.461 -0.0001 0.0002 0.0009
17.454 0.0003 -0.0006 60.308 -0.0001 0.0002 0.0
17.523 -0.0009 -0.0006 60.288 0.0003 0.0002 0.0
17.589 0.0003 -0.0006 60.461 -0.0001 0.0002 0.0009
17.655 0.0003 -0.0006 60.288 -0.0001 0.0002 0.0
17.726 0.0003 -0.0006 60.288 -0.0001 0.0002 0.0
17.792 0.0003 -0.0006 60.461 -0.0001 0.0002 0.0009
17.856 -0.0009 -0.0006 60.288 0.0003 0.0002 0.0
17.922 0.0003 -0.0006 60.288 -0.0001 0.0002 0.0
17.989 0.0003 -0.0006 60.288 -0.0001 0.0002 0.0
18.055 0.0003 -0.0006 60.288 -0.0001 0.0002 0.0
18.123 -0.0009 -0.0006 60.288 0.0003 0.0002 0.0
18.18 0.0003 -0.0006 60.288 -0.0001 0.0002 0.0
18.246 0.0003 -0.0006 60.288 -0.0001 0.0002 0.0
18.322 0.0003 -0.0006 60.365 -0.0001 0.0002 0.0
18.388 0.0003 -0.0006 60.193 -0.0001 0.0002 0.0
18.455 0.0003 -0.0006 60.193 -0.0001 0.0002 0.0
18.522 0.0003 -0.0006 60.193 -0.0001 0.0002 0.0
18.589 0.0003 -0.0006 60.288 -0.0001 0.0002 0.0
18.645 0.0003 -0.0006 60.269 -0.0001 0.0002 0.0
18.713 0.0003 -0.0006 60.193 -0.0001 0.0002 0.0
18.79 0.0003 -0.0006 60.193 -0.0001 0.0002 0.0
18.856 0.0003 -0.0006 60.193 -0.0001 0.0002 0.0
18.921 0.0003 -0.0006 60.193 -0.0001 0.0002 0.0
18.989 0.0003 -0.0006 60.193 -0.0001 0.0002 0.0
19.045 0.0003 -0.0006 60.288 -0.0001 0.0002 0.0
19.123 0.0003 0.0009 60.288 -0.0001 -0.0003 0.0
19.189 0.0003 -0.0006 60.193 -0.0001 0.0002 0.0
19.24 0.0003 -0.0006 60.193 -0.0001 0.0002 0.0
19.311 0.0003 -0.0006 60.193 -0.0001 0.0002 0.0
