1 0.0519 0.0592 -0.0218 -0.0249
0.016 0.0519 0.0592 -0.0218 -0.0249
0.02 0.0519 0.0592 -0.0218 -0.0249
0.025 0.0519 0.0592 -0.0219 -0.0249
0.029 0.0519 0.0592 -0.0219 -0.0249
0.034 0.0519 0.0592 -0.0218 -0.0249
0.039 0.0519 0.0592 -0.0218 -0.0249
0.044 0.0519 0.0592 -0.0218 -0.0249
0.048 0.0519 0.0592 -0.0218 -0.0249
0.053 0.0519 0.0592 -0.0218 -0.0249
0.057 0.0519 0.0592 -0.0218 -0.0249
0.062 0.0519 0.0592 -0.0219 -0.0249
0.067 0.0519 0.0592 -0.0219 -0.0249
0.072 0.0519 0.0592 -0.0218 -0.0249
0.076 0.0519 0.0592 -0.0219 -0.0249
0.122 0.0519 0.0592 -0.0218 -0.0249
0.191 0.0519 0.0592 -0.0218 -0.0249
0.255 0.0519 0.0592 -0.0218 -0.0249
0.322 0.0519 0.0592 -0.0219 -0.0249
0.389 0.0519 0.0592 -0.0218 -0.0249
0.459 0.0519 0.0592 -0.0218 -0.0249
0.523 0.0519 0.0592 -0.0218 -0.0249
0.593 0.0519 0.0592 -0.0218 -0.0249
0.658 0.0519 0.0592 -0.0218 -0.0249
0.725 0.0519 0.0592 -0.0218 -0.0249
0.794 0.0519 0.0592 -0.0219 -0.0249
0.854 0.0519 0.0592 -0.0218 -0.0249
0.926 0.0519 0.0592 -0.0218 -0.0249
0.992 0.0519 0.0592 -0.0218 -0.0249
1.058 0.0519 0.0592 -0.0218 -0.0249
1.125 0.0519 0.0592 -0.0219 -0.0249
1.188 0.0519 0.0592 -0.0218 -0.0248
1.262 0.0496 0.0561 -0.0208 -0.0235
1.329 0.0473 0.0531 -0.0199 -0.0223
1.401 0.045 0.05 -0.0189 -0.021
1.462 0.0427 0.0454 -0.0179 -0.0191
1.522 0.0404 0.0423 -0.017 -0.0178
1.588 0.0381 0.0377 -0.0161 -0.0159
1.654 0.0359 0.0347 -0.0151 -0.0146
1.721 0.0336 0.0316 -0.0141 -0.0133
1.787 0.0313 0.0285 -0.0132 -0.012
1.854 0.029 0.0255 -0.0122 -0.0108
1.927 0.0267 0.0209 -0.0113 -0.0088
1.992 0.0244 0.0178 -0.0103 -0.0075
2.058 0.0221 0.0132 -0.0093 -0.0056
2.127 0.0198 0.0101 -0.0083 -0.0043
2.199 0.0175 0.0071 -0.0074 -0.003
2.269 0.0152 0.004 -0.0064 -0.0017
2.327 0.0129 -0.0006 -0.0054 0.0003
2.403 0.0106 -0.0037 -0.0045 0.0016
2.463 0.0083 -0.0083 -0.0035 0.0035
2.535 0.006 -0.0114 -0.0025 0.0048
2.59 0.0037 -0.0144 -0.0016 0.0061
2.664 0.0014 -0.0175 -0.0006 0.0074
2.721 -0.0009 -0.0206 0.0004 0.0087
2.787 -0.002 -0.0221 0.0008 0.0093
2.869 -0.0043 -0.0252 0.0018 0.0106
2.921 -0.0055 -0.0267 0.0023 0.0112
2.995 -0.0077 -0.0298 0.0033 0.0125
3.065 -0.0089 -0.0313 0.0037 0.0132
3.134 -0.01 -0.0328 0.0042 0.0138
3.198 -0.0123 -0.0344 0.0052 0.0145
3.258 -0.0135 -0.0359 0.0057 0.0151
3.321 -0.0146 -0.0374 0.0062 0.0158
3.386 -0.0158 -0.0374 0.0066 0.0157
3.453 -0.0158 -0.039 0.0066 0.0164
3.521 -0.0169 -0.039 0.0071 0.0164
3.59 -0.0169 -0.039 0.0071 0.0164
3.656 -0.0181 -0.0405 0.0076 0.0171
3.726 -0.0181 -0.039 0.0076 0.0164
3.791 -0.0192 -0.039 0.0081 0.0164
3.856 -0.0192 -0.039 0.0081 0.0164
3.92 -0.0192 -0.0374 0.0081 0.0158
3.989 -0.0192 -0.0374 0.0081 0.0158
4.056 -0.0192 -0.0359 0.0081 0.0151
4.124 -0.0192 -0.0344 0.0081 0.0145
4.191 -0.0192 -0.0328 0.0081 0.0138
4.256 -0.0192 -0.0313 0.0081 0.0132
4.32 -0.0192 -0.0282 0.0081 0.0119
4.387 -0.0181 -0.0267 0.0076 0.0113
4.457 -0.0181 -0.0252 0.0076 0.0106
4.519 -0.0169 -0.0236 0.0071 0.01
4.599 -0.0169 -0.0206 0.0071 0.0087
4.654 -0.0158 -0.019 0.0067 0.008
4.719 -0.0158 -0.016 0.0067 0.0067
4.787 -0.0146 -0.0129 0.0062 0.0054
4.866 -0.0135 -0.0114 0.0057 0.0048
4.927 -0.0135 -0.0083 0.0057 0.0035
4.993 -0.0123 -0.0068 0.0052 0.0029
5.069 -0.0112 -0.0037 0.0047 0.0016
5.13 -0.01 -0.0021 0.0043 0.0009
5.184 -0.01 0.0009 0.0042 -0.0004
5.251 -0.0089 0.0025 0.0038 -0.001
5.32 -0.0089 0.004 0.0038 -0.0017
5.385 -0.0077 0.0071 0.0033 -0.003
5.452 -0.0066 0.0086 0.0028 -0.0036
5.518 -0.0055 0.0117 0.0023 -0.0049
5.59 -0.0043 0.0132 0.0018 -0.0056
5.655 -0.0043 0.0147 0.0018 -0.0062
5.723 -0.0032 0.0163 0.0013 -0.0069
5.789 -0.002 0.0178 0.0009 -0.0075
5.86 -0.002 0.0178 0.0009 -0.0076
5.93 -0.0009 0.0209 0.0004 -0.009
5.997 0.0003 0.0209 -0.0001 -0.0091
6.061 0.0003 0.0224 -0.0001 -0.0099
6.131 0.0014 0.0224 -0.0006 -0.01
6.193 0.0014 0.0255 -0.0006 -0.0114
6.256 0.0026 0.0255 -0.0011 -0.0112
6.318 0.0026 0.0239 -0.0011 -0.0101
6.384 0.0037 0.0255 -0.0016 -0.0107
6.457 0.0037 0.0255 -0.0016 -0.0107
6.526 0.0037 0.0255 -0.0016 -0.0107
6.6 0.0049 0.0255 -0.002 -0.0107
6.664 0.0049 0.0255 -0.0021 -0.0107
6.733 0.006 0.0239 -0.0025 -0.0101
6.8 0.006 0.0239 -0.0025 -0.0101
6.866 0.006 0.0224 -0.0025 -0.0095
6.932 0.006 0.0224 -0.0025 -0.0094
6.984 0.0072 0.0224 -0.003 -0.0095
7.059 0.0072 0.0209 -0.003 -0.0088
7.124 0.0072 0.0193 -0.003 -0.0081
7.187 0.0072 0.0178 -0.003 -0.0075
7.251 0.0072 0.0163 -0.003 -0.0068
7.317 0.0072 0.0163 -0.003 -0.0069
7.384 0.0072 0.0147 -0.003 -0.0062
7.451 0.0072 0.0132 -0.003 -0.0056
7.522 0.0072 0.0117 -0.003 -0.0049
7.59 0.006 0.0101 -0.0025 -0.0043
7.663 0.0072 0.0086 -0.003 -0.0036
7.73 0.006 0.0071 -0.0025 -0.003
7.787 0.006 0.0055 -0.0025 -0.0023
7.86 0.006 0.004 -0.0025 -0.0017
7.921 0.006 0.0025 -0.0025 -0.001
